ticker,ticker_full,name_yahoo,exchange,quote_type,currency,financial_currency,sector,industry,industry_key,summary,employees,website,hq_country,hq_city,hq_state,price,mcap_yahoo,shares_outstanding,float_shares,volume_avg,volume_avg_10d,beta,revenue_info,ebitda_info,gross_margin,operating_margin,profit_margin,total_cash,total_debt_info,held_insiders,held_institutions,analysts,revenue_stmt,cost_of_revenue,gross_profit,ebitda_stmt,operating_income,net_income,revenue_year,construction_in_progress,net_ppe,gross_ppe,total_assets,cash_and_equiv,total_debt,stockholders_equity,balance_year,capex,stock_issuance,operating_cf,free_cf,exploration_spend,cashflow_year,fetch_status,fetch_note,fetched_at
BGL,BGL.AX,Bellevue Gold Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Bellevue Gold Limited, together with its subsidiaries, engages in the exploration, development, mining, and processing of gold properties in Australia. The company primarily holds interest in the Bellevue gold project located to north-west of Leinster in the Goldfields region of Western Australia. The company was formerly known as Draig Resources Limited and changed its name to Bellevue Gold Limited in July 2018. Bellevue Gold Limited was incorporated in 2004 and is based in West Perth, Australia.",,https://bellevuegold.com.au,Australia,West Perth,WA,1.557,2322269184,1491502384,1288328898,7051250,7192145,1.543,441358016,104552000,-0.021949999,0.06137,-0.12534,165064992,339680000,0.03198,0.60378,8,505837000.0,360867000.0,144970000.0,-405000.0,79751000.0,-45889000.0,2025,36000000.0,1027698000.0,1084577000.0,1245001000.0,151592000.0,342291000.0,820075000.0,2025,-192052000.0,307292000.0,,-52911000.0,,2025,ok,,2026-09-02T10:06:44
BGT,BGT.AX,Bio-Gene Technology Limited,ASX,EQUITY,AUD,AUD,Healthcare,Biotechnology,biotechnology,"Bio-Gene Technology Limited, an agtech development company, engages in the development and commercialization of naturally derived insecticide products in Australia and internationally. Its products include Flavocide, a synthetically produced nature-identical compound; and Qcide, a natural plant-derived oil with high levels of tasmanone. The company has a research collaboration agreement with James Cook University for experiments demonstrating the value of pre-conditioning biomass prior to distillation; Cesar for assessing the insecticidal activity of its molecules against a range of insect species; Advanced Molecular Technologies; CSIRO for a chemistry development process; the Department of Agriculture and Fisheries, Queensland Government for assessing activity against grain storage pests; Eurofins; Grain Research Development Corporation; Pacific Discovery Services; Purdue University; Southern Cross University for chemical analysis of natural products; University of Florida; and University of Technology. It serves animal health, crop protection, grain storage, public health, and consumer applications, as well as insect management in crop protection. The company was incorporated in 1995 and is based in Melbourne, Australia.",,https://www.bio-gene.com.au,Australia,Melbourne,VIC,0.017,7447039,438061108,175195946,408583,256698,,1078888,-2288802,0.68813,-0.84558,-2.16038,1939590,0,0.44742,0.0,,595078.0,,595078.0,-3066910.0,-3108838.0,-2584468.0,2023,,13351.0,56240.0,2149999.0,1138338.0,,1627016.0,2025,-5698.0,1496328.0,,-2542768.0,,2024,ok,,2026-09-02T10:06:47
BH6,BH6.AX,Broken Hill Gold Ltd.,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Broken Hill Gold Ltd. operates as a gold exploration company in Australia. Its flagship property is the Alice River gold project that comprises a portfolio of eight mining leases and five exploration permits for minerals tenements located in the Alice River region of north Queensland. The company was formerly known as Pacgold Limited and changed its name to Broken Hill Gold Ltd. in August 2026. Broken Hill Gold Ltd. was incorporated in 2019 and is based in Brisbane, Australia.",,https://brokenhillgold.com,Australia,Brisbane,QLD,0.16,85638112,535238192,373741392,1513215,1723268,0.504,-28829,-2761523,0.0,-62.82312,0.0,10001291,0,0.20965,0.0287,,,,,-842606.0,-876574.0,-872900.0,2024,,16496289.0,16550256.0,19237245.0,1994048.0,,18101807.0,2024,-2885290.0,3257527.0,,-3553720.0,,2024,ok,,2026-09-02T10:06:50
BHL,BHL.AX,Black Horse Mining Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Black Horse Mining Limited explores and evaluates mineral resources, and focuses on gold exploration activities in Australia. The company's principal business activity involves undertaking exploration and evaluation at the Mount Egerton Gold Project, located in Central Victoria, Australia. Black Horse Mining Limited was incorporated in 2024 and is based in Ballarat, Australia.",,https://www.blackhorsemining.com,Australia,Ballarat,VIC,0.23,14869275,64649020,17181770,34714,53860,,46237,-6120221,1.0,-29.1446,0.0,5231148,93065,1.20726,0.07269,,,,,,,,,,,,,,,,,,,,,,,ok,,2026-09-02T10:06:52
BHM,BHM.AX,Broken Hill Mines Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Broken Hill Mines Limited engages in the mineral exploration activities in Australia. It primarily explores silver, lead, zinc, copper, gold, lithium, and fluorite deposits. The company holds 100% interest in Rasp Mine and Pinnacles Mine located in Broken Hill, New South Wales. The company was formerly known as Coolabah Metals Limited and changed its name to Broken Hill Mines Limited in July 2025. Broken Hill Mines Limited was incorporated in 2021 and is based in Perth, Australia.",,https://brokenhillmines.com,Australia,Melbourne,VIC,0.755,239280928,316928381,136225326,637677,864017,,90879000,-26135000,-0.09273,-0.47355998,-0.53727,33657000,36254000,0.51334,0.02527,,,,,-2323996.0,-1472513.0,-2421288.0,2025,,2481443.0,2619080.0,24542494.0,21840534.0,102022.0,4172010.0,2025,-45836.0,20000000.0,,-1324165.0,,2025,ok,,2026-09-02T10:06:55
BHP,BHP.AX,BHP Group Limited,ASX,EQUITY,AUD,USD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"BHP Group Limited operates as a resources company in Australia, Europe, China, Japan, India, South Korea, rest of Asia, North America, and South America. The company operates through three segments: Copper, Iron Ore, and Coal. It explores for copper, iron, steelmaking coal, energy coal, nickel, potash, cobalt, sulphide, ammonium sulphate, silver, gold, molybdenum, uranium, and zinc deposits. The company is also involved in the services, marketing, trading, and finance businesses; potash, nickel, and copper development; mining, smelting, refining of nickel; and provision of towing, freight, administrative, and marketing support and other services. BHP Group Limited was founded in 1851 and is headquartered in Melbourne, Australia.",38833,https://www.bhp.com,Australia,Melbourne,VIC,64.6,328358789120,5082953802,4956461127,8034978,8772302,0.842,58759999488,29902999552,0.85920995,0.4334,0.16734,18560999424,28426999808,0.00035999998,0.39852002,17,58760000000.0,14351000000.0,44409000000.0,30723000000.0,25501000000.0,9833000000.0,2026,23890000000.0,80046000000.0,162920000000.0,121387000000.0,18445000000.0,27121000000.0,49420000000.0,2026,-9849000000.0,,21778000000.0,11929000000.0,,2026,ok,,2026-09-02T10:06:57
BIM,BIM.AX,Bindi Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Bindi Metals Limited engages in the acquisition and development of mineral assets in Australia, Canada, and Siberia. It primarily explores for copper, niobium, gold, silver, and rare earth deposits. The company holds 100% interest in the Biloela Copper Project located in Queensland, Australia; and the Schryburt Lake Project covering 318 claims located in Ontario, Canada. Bindi Metals Limited was incorporated in 2021 and is based in Perth, Australia.",,https://www.bindimetals.com.au,Australia,Perth,WA,0.099,9117329,92094233,75659096,40654,609,-0.112,9550,,1.0,-84.121056,0.0,3446611,0,0.14086,0.0,,,,,-1293394.0,-1293394.0,-1269819.0,2024,,784133.0,792205.0,1639690.0,813226.0,,1554992.0,2024,-50484.0,5270447.0,,-1470927.0,,2024,ok,,2026-09-02T10:07:00
BIS,BIS.AX,Bisalloy Steel Group Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Steel,steel,"Bisalloy Steel Group Limited engages in the manufacture and sale of quenched and tempered, high-tensile, and abrasion resistant steel plates in Australia, Indonesia, Thailand, and internationally. It offers high wear, structural, and armour grade specialty steels, as well as protection steel products. It serves mineral processing, mining and earthmoving, defence, agriculture, construction, engineering and fabrication, and protection industries. The company markets its products through distributors, manufacturers, designers, and channel partners. Bisalloy Steel Group Limited was founded in 1980 and is headquartered in Unanderra, Australia.",,https://www.bisalloy.com.au,Australia,Unanderra,NSW,4.24,203693824,48041000,33576431,47701,63897,,136600992,23678000,0.30468,0.15465,0.12276,4425000,3250000,0.30277002,0.077589996,1,152810000.0,108759000.0,44051000.0,30877000.0,22839000.0,19580000.0,2025,,32952000.0,52759000.0,133933000.0,6331000.0,2523000.0,80945000.0,2025,-1228000.0,,,12168000.0,,2025,ok,,2026-09-02T10:07:03
BKB,BKB.AX,Black Bear Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Black Bear Minerals Limited explores and evaluates mineral properties in the United States and Canada. It explores for gold, silver, and lithium deposits. The company holds 51.54% interest in the Independence gold project, which consists of 80 unpatented mining claims and 84 unpatented mill sites covering an area of approximately 1,861 acres located in the Battle Mountain region, Lander County, Nevada; and 100% interest in the Troilus lithium project, which consists of 81 continuous claims covering an area of approximately 4,405 hectares located in the Lac Assinica section of the region of James Bay in the province of Quebec. It also holds 100% interest in the La Grande lithium project, which comprises the Joule prospect, which consists of 320 claims covering approximately 16,385 hectares; Aero prospect, which consists of 101 claims covering approximately 4,980 hectares; and Aqua prospect, which consists of 172 claims covering approximately 8,803 hectares. The company was formerly known as James Bay Minerals Limited and changed its name to Black Bear Minerals Limited in November 2025. Black Bear Minerals Limited was incorporated in 2022 and is based in East Perth, Australia.",,https://www.blackbearminerals.com.au,Australia,East Perth,WA,0.565,86125800,152435043,91919653,517745,454096,-3.408,,-5798388,0.0,0.0,0.0,12801790,0,0.39666,0.00107,,,,,-5764311.0,-5779256.0,-4840677.0,2024,,70789.0,85734.0,3169956.0,2113306.0,,2706163.0,2024,-85734.0,6000000.0,,-3843807.0,,2024,ok,,2026-09-02T10:07:05
BKT,BKT.AX,Black Rock Mining Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Black Rock Mining Limited, together with its subsidiaries, explores and develops mineral resources in Tanzania. It holds 84% interest in Mahenge graphite project covering an area of approximately 324 square kilometers located in the Ulanga district, Tanzania. The company was formerly known as Green Rock Energy Limited and changed its name to Black Rock Mining Limited in March 2015. Black Rock Mining Limited was incorporated in 2000 and is based in West Perth, Australia.",,https://blackrockmining.com.au,Australia,West Perth,WA,0.015,32223510,2148233974,1393142822,2081718,1771962,0.368,4297,-7911255,1.0,-260.19235,0.0,9461212,304157,0.35126,0.00399,,,,,-10428906.0,-10779083.0,-10077929.0,2024,,53541914.0,54269149.0,63106407.0,8901800.0,477939.0,60334184.0,2024,-5868037.0,11793994.0,,-13870497.0,,2024,ok,,2026-09-02T10:07:08
BM1,BM1.AX,Ballard Mining Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Ballard Mining Limited operates as a gold exploration and development company in Australia. It primarily explores gold. The company holds interests in the Mt Ida gold project covering approximately 1,518 square kilometers of the Mt Ida-Ularring Greenstone Belt located west of Leonora in the Eastern Goldfields Province of Western Australia. Ballard Mining Limited was incorporated in 2025 and is based in West Perth, Australia.",,https://ballardmining.com.au,Australia,West Perth,WA,0.74,336408288,454605804,192541485,481825,710076,,,,0.0,0.0,0.0,28772902,0,0.80108,0.11857,2,,,,-409558.0,-409762.0,-353139.0,2025,,60989907.0,60990011.0,63907160.0,2223472.0,,54646961.0,2025,-1490422.0,,,-1776528.0,,2025,ok,,2026-09-02T10:07:10
BM8,BM8.AX,Battery Age Minerals Ltd,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Battery Age Minerals Ltd operates as a battery mineral company. The company primarily explores for lithium, gallium, gold, lead, silver, copper, germanium, and zinc minerals. The company's flagship project Bleiberg Zinc-Lead-Germanium project located in Austria. The company was formerly known as Pathfinder Resources Ltd and changed its name to Battery Age Minerals Ltd in December 2022. Battery Age Minerals Ltd was incorporated in 1999 and is based in Perth, Australia.",,https://batteryage.au,Australia,Perth,WA,0.052,11516833,221477559,160096554,278954,242176,0.42,447996,-1717417,1.0,-3.97254,0.0,4492418,73245,0.30004,0.0,,1000000.0,,1000000.0,-2626082.0,-4249747.0,-3592816.0,2024,,8233185.0,8233185.0,15545962.0,1826367.0,444202.0,13408899.0,2024,-5541194.0,6402921.0,,-8078512.0,,2024,ok,,2026-09-02T10:07:13
BMC,BMC.AX,BMC Minerals Limited,ASX,EQUITY,AUD,USD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"BMC Minerals Limited engages in the acquisition, exploration, and evaluation of mineral properties in Canada. It explores silver, zinc, copper, lead, gold, precious, and base metals. The company's primary asset is the Kudz Ze Kayah project covering an area of approximately 372 square kilometers of mineral tenure located in Yukon, Canada; and holds interest in the Fyre lake project located in the Watson lake mining district, Canada. The company was formerly known as BMC Minerals (No.1) Ltd. and changed its name to BMC Minerals Limited in December 2020. The company was incorporated in 2014 and is based in Vancouver, Canada. BMC Minerals Limited operates as a subsidiary of Bmc (Uk) No 1 Limited.",,https://bmcminerals.com,Canada,Vancouver,BC,3.0,823919424,274639795,95588381,395822,578816,,,-9715500,0.0,0.0,0.0,64872000,101190000,0.74771005,0.21936001,2,,,,-22879000.0,-21379000.0,-24630000.0,2025,,50656000.0,50656000.0,120370000.0,69312000.0,136000.0,39798000.0001,2025,-2010000.0,9752000.0,,-15270000.0,,2025,ok,,2026-09-02T10:07:15
BML,BML.AX,Boab Metals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Boab Metals Limited engages in the exploration and development of mineral tenements in Australia. It primarily explores for zinc, silver, cobalt, copper, and lead deposits. It holds 75% interest in its flagship property, the Sorby Hills project located in the Kimberley Region of Western Australia. The company was formerly known as Pacifico Minerals Limited and changed its name to Boab Metals Limited in January 2021. Boab Metals Limited was incorporated in 2003 and is based in Osborne Park, Australia.",,https://boabmetals.com,Australia,Osborne Park,WA,0.455,262241184,576354210,453468514,2850820,3404580,2.178,790952,-4018938,1.0,-3.14677,0.0,89872056,0,0.10762,0.13698,2,136100.0,,136100.0,-3312142.0,-3423658.0,-3321974.0,2024,,6394050.0,6510785.0,12757483.0,5663582.0,112712.0,12090015.0,2024,-2696.0,5178234.0,,-3667376.0,,2024,ok,,2026-09-02T10:07:18
BMM,BMM.AX,Bayan Mining and Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Bayan Mining and Minerals Limited, a mineral exploration company, engages in the exploration of EV metals in North America. The company explores for silver, gold, and lithium deposits. It holds 100% interests in the Bayan Springs projects located in Nevada; Desert Star projects located in California; Pepita Gold project located in Brazil; Arrel Lithium project, located in Ontario, Canada; and Gorge Lithium project and Tango Lithium project in Canada. The company was formerly known as Balkan Mining and Minerals Limited and changed its name to Bayan Mining and Minerals Limited in December 2024. Bayan Mining and Minerals Limited was incorporated in 2020 and is based in Perth, Australia.",,https://www.balkanmin.com,Australia,Perth,WA,0.053,7199522,135840053,67675033,150060,63261,1.196,19893,-971938,1.0,-19.65389,0.0,2789536,0,0.62462,0.007850001,,,,,-2334031.0,-2400284.0,-2645715.0,2024,,2749126.0,2749126.0,3358863.0,360263.0,19238.0,3162920.0,2024,-1305440.0,1484977.0,,-3173320.0,,2024,ok,,2026-09-02T10:07:20
BMR,BMR.AX,Ballymore Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Ballymore Resources Limited operates as an exploration and development company. The company explores for gold, copper, silver, lead, zinc, and other mineral deposits. Ballymore Resources Limited was incorporated in 2019 and is headquartered in Brisbane, Australia.",,https://www.ballymoreresources.com,Australia,Brisbane,QLD,0.135,33710324,249706085,110054335,204936,83740,0.68,-42988,-1032153,0.0,-76.576164,0.0,2424610,10121129,0.48123002,0.06814,,,,,-1624846.0,-1769704.0,-1898231.0,2024,,15368721.0,15368721.0,23613373.0,7939254.0,33258.0,15018083.0,2024,-3551462.0,3615998.0,,-4575837.0,,2024,ok,,2026-09-02T10:07:23
BNR,BNR.AX,Bulletin Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Gold,gold,"Bulletin Resources Limited, together with its subsidiaries, operates as a mineral exploration company in Australia. It explores for gold, lithium, and nickel deposits. The company was formerly known as Bulletin Resources Pty Ltd and changed its name to Bulletin Resources Limited in December 2010. Bulletin Resources Limited was incorporated in 2010 and is headquartered in Perth, Australia.",4,https://www.bulletinresources.com,Australia,Perth,WA,0.033,9689239,293613323,175463322,294907,307786,0.458,532780,-963193,1.0,-0.54736,11.74911,20567928,0,0.40240002,0.0,,,,,-2417001.0,-2431293.0,-647204.0,2024,,719486.0,719486.0,12484142.0,8197081.0,,11959129.0,2024,-59079.0,2222.0,,-1558766.0,,2022,ok,,2026-09-02T10:07:25
BNZ,BNZ.AX,Benz Mining Corp.,ASX,EQUITY,AUD,CAD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Benz Mining Corp. engages in the acquisition, exploration, and exploitation of gold properties in Canada and Australia. The company's flagship project is the 100% owned Glenburgh Gold Project covering an area of 786 square kilometers located in Western Australia. The company was formerly known as Benz Capital Corp. and changed its name to Benz Mining Corp. in January 2015. The company was incorporated in 2011 and is headquartered in Vancouver, Canada. Benz Mining Corp. is a subsidiary of Chess Depositary Nominees Pty Limited.",,https://benzmining.com,Canada,Vancouver,BC,3.61,1223411200,338895063,238704127,1017127,1190905,1.879,,-41078812,0.0,0.0,0.0,81249328,107117,0.21415001,0.30516002,2,0.0,102377.0,-102377.0,-40294732.0,-41420259.0,-40432675.0,2026,,16242243.0,16360994.0,100367531.0,81249324.0,107117.0,90354536.0,2026,-1818380.0,96625657.0,-33469360.0,-35287740.0,,2026,ok,,2026-09-02T10:07:28
BOA,BOA.AX,BOA Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"BOA Resources Limited operates as a mineral exploration company in Western Australia. It focuses on exploring for lithium, nickel, copper, and gold. The company's portfolio of tenements focuses on Western Australia's Eastern Goldfields, Lake Johnston, Mt Ida, and Fraser Range regions. The company was formerly known as Boadicea Resources Ltd and changed its name to BOA Resources Limited in December 2024. BOA Resources Limited was incorporated in 2011 and is based in West Perth, Australia.",,https://boaresources.com,Australia,West Perth,WA,0.065,18890444,290622246,68774122,434929,520278,0.92,21837,-718640,1.0,-140.30449,0.0,237200,0,0.26044,0.0,,,,,-1824137.0,-1824137.0,-1779303.0,2025,,4787545.0,4787545.0,5719263.0,823616.0,,5626525.0,2025,-365637.0,2155691.0,,-1111106.0,,2025,ok,,2026-09-02T10:07:31
BOC,BOC.AX,Bougainville Copper Limited,ASX,EQUITY,AUD,PGK,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Bougainville Copper Limited focuses on exploration operations in Papua New Guinea. It explores copper, gold, and silver deposits. The company holds interests in the Panguna mine project. The company was incorporated in 1895 and is based in Port Moresby, Papua New Guinea.",20,https://www.bcl.com.pg,Papua New Guinea,Port Moresby,,0.16,64169996,401062500,103413966,169805,64736,0.277,,-15696000,0.051659998,0.0,0.0,,,0.74217004,0.0,,,,,-19069000.0003,-19324000.0005,-16037999.9999,2025,340999.9999,606999.9998,3590999.9999,84503999.9997,1730999.9999,81999.9999,73862999.9999,2023,-73000.0,,,-17618000.0,,2025,ok,,2026-09-02T10:07:33
BPM,BPM.AX,BPM Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"BPM Minerals Limited engages in the exploration and development of mineral projects in Australia. The company explores for gold, silver, lead, copper, zinc, iron, nickel, cobalt; and platinum group elements (PGE). BPM Minerals Limited was incorporated in 2020 and is based in West Perth, Australia.",,https://www.bpmminerals.com,Australia,West Perth,WA,0.18,23923158,132906425,90560288,157743,214590,1.437,43499,-3517447,1.0,-170.16687,0.0,5614203,25523,0.20663999,0.0,,,,,-3166585.0,-3358649.0,-3199733.0,2024,,4181047.0,4203867.0,6417371.0,2182295.0,52674.0,6245824.0,2024,-1111815.0,3000000.0,,-1752105.0,,2024,ok,,2026-09-02T10:07:36
BRE,BRE.AX,Brazilian Rare Earths Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,"Brazilian Rare Earths Limited focuses on the exploration of rare earth elements and other critical minerals in Brazil. It holds interests in the Monte Alto, Pelé, and Sulista projects located in the Rocha da Rocha Province. The company offers rare earth elements, including neodymium-praseodymium (NdPr), dysprosium-terbium (DyTb), yttrium, and gadolinium, as well as critical minerals such as uranium, tantalum, niobium, scandium, and a substantial bauxite-gallium resource. Brazilian Rare Earths Limited was incorporated in 2021 and is based in Sydney, Australia.",300,https://brazilianrareearths.com,Australia,Sydney,NSW,3.71,1024530368,276153716,96371017,472489,706837,,16779,-70380112,1.0,-4194.783,0.0,134400000,1752000,0.49942002,0.14265999,3,,,,-45976175.0,-45983052.0,-42063310.0,2025,,4707684.0,5300558.0,171022914.0,136902535.0,1547468.0,162120620.0,2025,-2553712.0,120000006.0,,-34284457.0,,2025,ok,,2026-09-02T10:07:38
BRI,BRI.AX,Big River Industries Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Lumber & Wood Production,lumber-wood-production,"Big River Industries Limited, together with its subsidiaries, engages in the manufacture, distribution, and retail of timber and building products in Australia and New Zealand. The company operates through Panels and Construction segments. It offers building materials, such as building products, pine framing, fibre cement, LVL, I-beams and laminated beams, structural and decorative hardwoods, plywood, sheet materials, timber moldings, particle board flooring, landscape and fencing supplies, timber flooring and decking, doors, door furniture, external timber cladding, builders' hardware, formwork materials, insulation, and others. The company also provides formwork products, including formply, formwork LVL, PVC wall system, steel reinforcing products, and armourdeck steel decking, as well as formwork accessories; and bridge products comprising engineered plywood bridge decking, girder beams, and structural kerbing. In addition, it offers flooring products, including engineered wood panels, oak flooring, hardwood stair tread, prefinished and uncoated engineered timber, and solid tongue and groove flooring; and flooring accessories consisting of trims/beading/scotia, foam and rubber flooring underlays, aluminum trims, floor coatings, adhesives, fixings/nails, and other products. Further, the company provides plywood products, such as anti-slip, structural appearance grade, hardwood, sound barrier fencing, structural, T&G ply flooring and roofing products, and V-grooved plywood and panelling products; MaxiWall, an autoclaved aerated concrete (AAC) panel; MaxiFloor, an AAC flooring product; and Armourcab, a decorative wood panelling. It sells its products to professional builders, formworkers, construction companies, and building contractors in the residential, non-residential and infrastructure markets. Big River Industries Limited was incorporated in 2015 and is headquartered in Junction Hill, Australia.",,https://www.bigrivergroup.com.au,Australia,Junction Hill,NSW,1.34,126215464,94190636,14846328,28108,2748,0.055,426999008,18483000,0.26398,0.02733,0.01148,24785000,82593000,0.30013,0.57743,2,405093000.0,299714000.0,105379000.0,7711000.0,10934000.0,-14754000.0,2025,1160000.0,49851000.0,107492000.0,245808000.0,22817000.0,75802000.0,101376000.0,2023,-2165000.0,-10000.0,,21126000.0,,2025,ok,,2026-09-02T10:07:41
BRL,BRL.AX,Bathurst Resources Limited,ASX,EQUITY,AUD,NZD,Basic Materials,Coking Coal,coking-coal,"Bathurst Resources Limited engages in the exploration, development, and production of bituminous and coking coal in New Zealand and Canada. The company is involved in steelmaking coal development projects, and the operation of coal mines. It also exports coal to Japan, South Korea, India, and China. It serves the agri-business, schools, hospitals, and other sector. The company was formerly known as Bathurst Resources (New Zealand) Limited and changed its name to Bathurst Resources Limited in December 2013. Bathurst Resources Limited was founded in 2011 and is based in Wellington, New Zealand.",,https://bathurst.co.nz,New Zealand,Wellington,,0.455,109224104,240052980,141244785,14356,10550,0.01,20845000,-4963000,0.0912,-0.52757,-0.22038999,13139000,639000,0.41478002,0.19782,1,39689759.3118,30476800.5858,9212958.726,37453097.8311,-5385741.7409,35276837.1923,2024,388944.8156,34976663.3109,77821909.0326,316813398.0047,7117232.5432,1760776.0593,293763155.4865,2024,-12978859.7053,,,-8973185.6868,,2024,ok,,2026-09-02T10:07:44
BRY,BRY.AX,Barys Resources Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Barys Resources Limited engages in the mining exploration and development business in Africa. The company primarily explores for silver, uranium, copper, and other base metal deposits. It holds interest in the Agadez project comprising three granted exploration permits covering an area of 726 square kilometers located in Niger. The company also owns 10% interest in the Ghanzi West copper-silver project that comprises six prospecting licenses covering an area of approximately 2,629 square kilometers; and 25% interest in the Virgo project comprising two prospecting licenses covering an area of 210 square kilometers located in the Kalahari Copper Belt in Botswana. The company was formerly known as ENRG Elements Limited and changed its name to Barys Resources Limited in August 2022. Barys Resources Limited was incorporated in 2011 and is headquartered in West Perth, Australia.",,https://enrg-elements.com,Australia,West Perth,WA,0.014,3696474,264033878,139280253,68844,73491,-0.093,-8148,,0.0,-43.94062,0.0,3057260,0,0.41791,0.0,,,,,-1917539.0,-1917539.0,714654.0,2024,,,,2681063.0,1482951.0,,2518403.0,2024,,50000.0,,-1829637.0,,2023,ok,,2026-09-02T10:07:46
BSL,BSL.AX,BlueScope Steel Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Steel,steel,"BlueScope Steel Limited engages in the production and marketing of metal-coated and painted steel building products in Australia, New Zealand, Asia, North America, and internationally. The company operates through five segments: Australian Steel Products, North Star BlueScope Steel, Buildings and Coated Products North America, Coated Products Asia, and New Zealand & Pacific Islands. It offers coated and painted flat steel products, including zinc/aluminium alloy coated steel; and galvanized and zinc/aluminium alloy coated pre-painted steel, as well as manufactures pipes and tubes. The company is also involved in the supply of hot rolled coils; the provision of engineered building solutions, such as coil paintings; and the development of industrial properties, primarily warehouses and distribution centres. In addition, it provides metal coating, painting, and steel building solutions; and steel slabs, billets, plates, cold-rolled coils, reinforcing coils, rods, wires, and bars, as well as value-added coated and painted steel solutions, as well as operates ferrous and non-ferrous scrap metal recyclers. Further, the company offers its products under the COLORBOND, COLORSTEEL, TRUECORE, ZINCALUME, TRU-SPEC, LYSAGHT, FIELDERS, Orrcon Steel, BUTLER, and VARCO PRUDEN brand names for residential and non-residential building, construction, automotive, manufacturing, infrastructure, packaging, transport, agriculture, and mining industries. It also exports its products. The company was formerly known as BHP Steel Limited and changed its name to BlueScope Steel Limited in November 2003. BlueScope Steel Limited was founded in 1885 and is headquartered in Melbourne, Australia.",15800,https://www.bluescope.com,Australia,Melbourne,VIC,30.81,13497165824,438077431,435935336,1407720,1899752,1.226,16662599680,1654899968,0.39650002,0.06861,0.048130002,1167000064,1767000064,0.02575,0.53966,13,16605900000.0,10059900000.0,6546000000.0,1878500000.0,945800000.0,802000000.0,2026,,8080400000.0,20146200000.0,16398900000.0,1167000000.0,1767000000.0,10310500000.0,2026,-1485700000.0,-12500000.0,,239900000.0,,2026,ok,,2026-09-02T10:07:49
BSR,BSR.AX,Bison Resources Limited,ASX,EQUITY,AUD,,Basic Materials,Gold,gold,"Bison Resources Limited operates as an exploration and evaluation company in the United States. It primarily explores gold, silver, and copper deposits. The company was incorporated in 2025 and is headquartered in East Perth, Australia.",,https://www.bisonresources.com.au,Australia,East Perth,WA,0.38,25175000,66250000,,18751,13189,,,,0.0,0.0,0.0,,,0.70216006,0.0,,,,,,,,,,,,,,,,,,,,,,,ok,,2026-09-02T10:07:51
BSX,BSX.AX,Blackstone Minerals Limited,ASX,EQUITY,AUD,AUD,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,"Blackstone Minerals Limited engages in the exploration of mineral properties in North America and Vietnam. The company primarily explores for nickel, cobalt, copper, gold, and manganese deposits. The company holds a 90% interest in its flagship project, the Ta Khoa project located in Son La Province, Vietnam. Blackstone Minerals Limited was incorporated in 2016 and is based in West Perth, Australia.",,https://www.blackstoneminerals.com.au,Australia,West Perth,WA,0.043,74031376,1721659855,1132541480,1004591,626880,1.504,,-13526232,0.0,0.0,0.0,15029650,99563,0.47402,0.080240004,,,,,-16478277.0,-16820437.0,-17331846.0,2024,,9684841.0,13616853.0,19252434.0,4162366.0,1117704.0,20057494.0,2024,-1250000.0,5982874.0,,-14966010.0,,2024,ok,,2026-09-02T10:07:54
